Date,Open,High,Low,Close,Adj Close,Volume
10/22/1999,17.155556,17.597776,17.066666,17.200001,10.636704,48289320
10/25/1999,17.711111,18.221111,17.623333,17.814444,11.016683,69423525
10/26/1999,17.866667,17.975555,17.336666,17.395555,10.757638,45795150
10/27/1999,17.864445,17.955555,17.336666,17.444445,10.787872,45548550
10/28/1999,17.533333,17.533333,16.26,16.485556,10.194881,41678145
10/29/1999,16.666666,16.666666,15.377777,15.705555,9.712522,56135880
11/1/1999,15.557777,15.711111,14.45,14.49,8.960803,43357410
11/2/1999,14.555555,15.2,13.888888,15.006666,9.280317,62658630
11/3/1999,15.111111,15.531111,14.844444,15.237777,9.423241,47794815
11/4/1999,15.111111,15.504444,14.982222,15.335555,9.483706,20780280
11/5/1999,15.358888,16.244444,15.333333,16.106667,9.960571,57379545
11/8/1999,16.106667,16.106667,16.106667,16.106667,9.960571,0
11/9/1999,16.222221,16.222221,15.677777,16.051111,9.926215,31022010
11/10/1999,16.111111,16.302221,15.888888,16.005554,9.898043,19388655
11/11/1999,16.044443,17.286667,16.033333,17.10111,10.575549,93429630
11/12/1999,17,17.777777,16.911112,17.01111,10.519892,73493190
11/15/1999,17.022223,17.308887,16.688889,16.847776,10.418881,38375460
11/16/1999,16.666666,16.911112,16.361111,16.494444,10.200379,33889950
11/17/1999,16.667776,16.775555,16.244444,16.244444,10.045777,26672265
11/18/1999,16.224443,17.022223,16.133333,16.92111,10.464234,47376495
11/19/1999,17.044443,17.666666,17.01111,17.107777,10.579671,68380290
11/22/1999,17.155556,17.177776,16.666666,16.866667,10.430565,36054225
11/23/1999,16.866667,16.866667,16.866667,16.866667,10.430565,0
11/24/1999,17,17.293333,16.528889,16.588888,10.258785,45937080
11/25/1999,16.622223,16.799999,16.513332,16.654444,10.299324,20061900
11/26/1999,16.733334,16.777777,16.135555,16.178888,10.005233,34110540
11/29/1999,16.155556,16.222221,15.512222,15.613333,9.655489,25834365
11/30/1999,15.555555,15.808888,15.292222,15.456666,9.558603,38011680
12/1/1999,15.644444,16.17111,15.602222,15.761111,9.746876,29861370
12/2/1999,15.774444,16.066666,15.644444,15.775555,9.755809,32410980
12/3/1999,15.888888,16.200001,15.777777,15.835555,9.792913,30121470
12/6/1999,16.085554,16.088888,15.7,15.767777,9.750998,12212910
12/7/1999,15.777777,15.955555,15.513333,15.607777,9.652053,30896640
12/8/1999,15.821111,16.013332,15.155555,15.298888,9.461034,33492330
12/9/1999,15.111111,15.488888,15.066666,15.303333,9.463781,15031935
12/10/1999,15.377777,15.422222,14.8,14.892222,9.209545,16763850
12/13/1999,14.777777,14.888888,14.401111,14.435555,8.927136,15556905
12/14/1999,14.378888,14.444444,13.668888,13.777777,8.520356,37007415
12/15/1999,13.888888,14.506666,12.888888,14.332222,8.863233,37676565
12/16/1999,14.222222,14.4,13.888888,13.971111,8.639917,16205580
12/17/1999,14.044444,14.064444,13.555555,13.602222,8.411792,15657255
12/20/1999,13.577777,14.022222,13.346666,13.587777,8.402856,25819830
12/21/1999,13.666666,14.675555,13.555555,14.675555,9.075556,61607205
12/22/1999,15.85,15.85,15.85,15.85,9.801846,1751040
12/23/1999,16.66,16.722221,16.002222,16.304443,10.082881,41959800
12/24/1999,16.266666,16.266666,15.245555,15.422222,9.537303,21822435
12/27/1999,15.333333,15.6,14.68,14.827777,9.169691,11478555
12/28/1999,14.223333,15.311111,14.223333,14.834444,9.173813,23802030
12/29/1999,15.066666,15.397777,14.866666,14.937777,9.237715,11289195
12/30/1999,14.987777,15.172222,14.468888,14.577777,9.015087,9547065
12/31/1999,14.577777,14.577777,14.577777,14.577777,9.015087,0
1/3/2000,15.422222,15.744444,15,15.744444,9.736566,25322175
1/4/2000,15.866666,16.200001,15.428888,15.83,9.789478,32068665
1/5/2000,15.916666,16.864445,14.666666,16.137777,9.97981,62196705
1/6/2000,16.466665,17.428888,16.466665,17.428888,10.778251,32472810
1/7/2000,18.497778,18.823334,18.311111,18.823334,11.640592,10404405
1/10/2000,20.247778,20.33,19.444445,20.33,12.572337,54891810
1/11/2000,20.044443,21.155556,19.246666,19.637777,12.144258,106926930
1/12/2000,20.111111,20.533333,19.34,19.741112,12.208161,27736470
1/13/2000,20,20.799999,19.355555,19.549999,12.089972,30018285
1/14/2000,19.553333,20.082222,19.182222,19.723333,12.197166,25892145
1/17/2000,20.110001,20.110001,18.145555,18.163334,11.232443,79375635
1/18/2000,17.911112,18.444445,17.688889,18.252222,11.28741,36333945
1/19/2000,18.444445,18.844444,17.799999,18.357777,11.352688,19189800
1/20/2000,18.444445,18.444445,17.304443,17.468887,10.802985,21826980
1/21/2000,17.444445,18.797777,17.444445,18.478888,11.427586,54041490
1/24/2000,18.577778,19.066666,17.388887,17.610001,10.890253,69614775
1/25/2000,17.333332,17.333332,16.201111,16.212221,10.025849,55845675
1/26/2000,16.212221,16.212221,16.212221,16.212221,10.025849,0
1/27/2000,16.688889,17.51,15.111111,17.307777,10.703355,84060675
1/28/2000,17.044443,17.044443,15.923333,15.982222,9.883615,57447135
1/31/2000,15.8,16.177776,15.222222,15.382222,9.512568,44699445
2/1/2000,15.488888,16.038889,15.355555,15.59,9.641058,51973560
2/2/2000,16,16.282223,15.822222,15.867777,9.81284,27027315
2/3/2000,16.022223,16.133333,15.666666,15.757777,9.744814,16067520
2/4/2000,15.844444,15.995555,15.355555,15.455555,9.557918,19718640
2/7/2000,15.744444,16.692223,15.744444,16.606667,10.269779,43533990
2/8/2000,16.913334,17.733334,16.799999,16.961111,10.488971,43611480
2/9/2000,17.43111,18.318888,17.155556,18.318888,11.328639,30496320
2/10/2000,19.784445,19.784445,19.784445,19.784445,12.23496,914535
2/11/2000,21.367777,21.367777,21.367777,21.367777,13.214115,1949355
2/14/2000,22.186666,23.044443,20.044443,20.723333,12.81558,50505660
2/15/2000,20.555555,22.381111,20.222221,22.366667,13.831836,66075660
2/16/2000,22.879999,23.711111,21.666666,22.16,13.704033,73780875
2/17/2000,22.200001,23.442223,22.045555,22.891111,14.156161,86617935
2/18/2000,23,23.333332,21.059999,21.262222,13.148831,49126365
2/21/2000,22,22.4,21.333332,21.775555,13.466285,43757370
2/22/2000,21.888887,22.196667,20.502222,20.917776,12.935825,48984435
2/23/2000,21.133333,22.200001,19.244444,19.245556,11.901702,32153490
2/24/2000,19.244444,19.555555,18.022223,18.726665,11.580813,26776935
2/25/2000,19.304443,19.304443,17.799999,18.003332,11.133495,15433560
2/28/2000,18.222221,18.641111,17.468887,17.855555,11.042106,15017760
2/29/2000,18,18.200001,16.427776,16.596666,10.263595,58583295
3/1/2000,16.446667,17.422222,15.777777,16.75,10.358418,39355560
3/2/2000,16.911112,17.333332,15.875555,16.102222,9.957825,48140865
3/3/2000,16.355555,16.355555,14.814444,15.007777,9.281005,31347810
3/6/2000,15.488888,16.208887,15.488888,16.208887,10.023786,21424815
3/7/2000,16.555555,17.505554,16.266666,17.346666,10.727405,42953940
3/8/2000,18.222221,18.734444,17.333332,17.945555,11.097765,36740205
3/9/2000,18.111111,18.822222,17.491112,18.415554,11.388415,40036455
3/10/2000,18.665554,19.266666,18.00111,18.608889,11.507977,30569670
3/13/2000,19.266666,20.097776,17.777777,18.423332,11.393229,50532345
3/14/2000,18.333332,19.51111,17.577778,19.088888,11.804818,50349870
3/15/2000,19.111111,19.444445,18.355555,18.926666,11.704497,20189790
3/16/2000,19.088888,19.088888,17.413334,17.458887,10.796803,21512565
3/17/2000,17.458887,17.458887,17.458887,17.458887,10.796803,0
3/20/2000,17.458887,17.458887,17.458887,17.458887,10.796803,0
3/21/2000,17.222221,17.508888,16.062222,16.114445,9.965383,17817120
3/22/2000,16.555555,17.111111,16.355555,16.454445,10.175646,20216160
3/23/2000,16.597776,16.617777,15.488888,15.661111,9.685035,13446405
3/24/2000,15.822222,16.288889,15.822222,16.031111,9.913846,11628765
3/27/2000,16.108889,16.266666,15.778888,16.01111,9.901481,10973475
3/28/2000,16.044443,16.086666,15.381111,15.598888,9.646556,17347905
3/29/2000,16,16.666666,15.822222,16.07,9.937897,15639570
3/30/2000,16.219999,16.755554,15.8,16.003332,9.896669,27174420
3/31/2000,15.8,16.707777,15.777777,16.476665,10.189384,26376660
4/3/2000,16.442223,17.795555,16.023333,17.711111,10.952784,77401125
4/4/2000,17.444445,17.444445,16.294443,16.294443,10.076694,26158905
4/5/2000,15.111111,16.444445,15.001111,15.527777,9.60258,31782105
4/6/2000,15.666666,15.8,14.357777,15.173333,9.383386,19412370
4/7/2000,15.155555,16.308887,15.155555,16.243334,10.045089,48931065
4/10/2000,16.333332,17.151112,16.111111,16.355555,10.114488,65756160
4/11/2000,16.135555,16.177776,15.622222,15.933333,9.853379,21574395
4/12/2000,16.111111,16.435555,15.888888,16.041111,9.920032,15921090
4/13/2000,15.59,15.59,15.111111,15.236666,9.422552,18104850
4/14/2000,15.236666,15.236666,15.236666,15.236666,9.422552,0
4/17/2000,15.111111,15.111111,14.017777,14.017777,8.668777,14576715
4/18/2000,14.017777,14.383333,12.896666,12.904444,7.980275,31004595
4/19/2000,13.755555,13.755555,12.4,12.937777,8.000892,34064820
4/20/2000,12.7,12.998888,12.058888,12.793333,7.911564,41329575
4/21/2000,12.793333,12.793333,12.793333,12.793333,7.911564,0
4/24/2000,12.777777,12.777777,11.77,11.798888,7.296586,28114110
4/25/2000,11.126666,11.688888,10.884444,11.413333,7.058154,39306870
4/26/2000,11.773333,12.326666,11.773333,12.326666,7.622972,13693905
4/27/2000,13.2,13.2,12.326666,12.776666,7.901256,42644295
4/28/2000,12.777777,12.997777,12.466666,12.648888,7.822238,16091325
5/1/2000,12.648888,12.648888,12.648888,12.648888,7.822238,0
5/2/2000,12.555555,12.755555,11.666666,11.732222,7.255359,19518795
5/3/2000,11.155555,12.1,11.002222,11.682222,7.224438,26214345
5/4/2000,11.777777,12.377777,11.555555,12.203333,7.546697,23126985
5/5/2000,12.306666,12.733333,12.2,12.542222,7.756271,28845900
5/8/2000,12.711111,13.18,11.538888,11.563333,7.150917,21826890
5/9/2000,11.251111,12.022222,11.111111,11.757777,7.271163,19544895
5/10/2000,11.888888,12.343333,11.533333,11.844444,7.324759,50368050
5/11/2000,11.777777,12.122222,11.444444,11.85,7.328193,25414065
5/12/2000,11.997777,12.631111,11.8,12.432222,7.688248,60344190
5/15/2000,12.266666,13.111111,11.911111,12.898888,7.976842,39295890
5/16/2000,13.004444,14.106666,13.004444,13.906666,8.600063,60499710
5/17/2000,14.111111,14.222222,13.622222,13.745555,8.50043,54674685
5/18/2000,13.556666,13.888888,13.222222,13.437777,8.310096,33660045
5/19/2000,13.267777,13.822222,13.224444,13.756666,8.507301,25232940
5/22/2000,13.666666,14.173333,13.583333,13.965555,8.636481,32256225
5/23/2000,14.012222,14.444444,13.938888,14.291111,8.837809,34554555
5/24/2000,14.222222,14.644444,13.377777,13.887777,8.588383,50074470
5/25/2000,13.644444,14.866666,13.644444,14.545555,8.995161,87081570
5/26/2000,14.664444,15.088888,14.336666,14.928888,9.232219,67468050
5/29/2000,14.888888,15.111111,14.666666,14.9,9.214355,35270865
5/30/2000,14.955555,16.644444,14.844444,16.425554,10.157779,70961985
5/31/2000,17.111111,17.533333,15.755555,16.124443,9.971564,133330680
6/1/2000,15.896666,16.288889,15.357777,15.458888,9.559976,53579205
6/2/2000,15.622222,15.977777,15.245555,15.477777,9.571657,55752840
6/5/2000,15.775555,16.088888,14.688888,14.78,9.140145,63830700
6/6/2000,14.688888,15.107777,14.446666,14.843333,9.179309,44796780
6/7/2000,14.866666,15.552222,14.777777,15.294444,9.458283,39737520
6/8/2000,15.443333,15.843333,15.334444,15.724444,9.724202,41471595
6/9/2000,15.6,16.022223,15.355555,15.544444,9.612887,38582685
6/12/2000,15.622222,15.622222,15.144444,15.294444,9.458283,18363600
6/13/2000,15.177777,15.444444,15.066666,15.33,9.480274,17628975
6/14/2000,15.486666,15.655555,15.266666,15.506666,9.589523,27043065
6/15/2000,15.555555,16.155556,15.488888,15.931111,9.852006,40404690
6/16/2000,15.973333,16.268888,15.888888,16.082222,9.945457,28782450
6/19/2000,16.111111,16.685555,16.068888,16.383333,10.131666,35595090
6/20/2000,16.577778,17.006666,16.444445,16.697777,10.326122,38012490
6/21/2000,16.888887,16.991112,15.933333,16.110001,9.962635,27444105
6/22/2000,16.088888,16.533333,15.777777,16.355555,10.114488,21536910
6/23/2000,16.333332,16.886665,16.133333,16.43111,10.161211,48757500
6/26/2000,16.311111,16.551111,16,16.110001,9.962635,24536790
6/27/2000,16.046665,16.355555,15.915555,16.016666,10.008455,26857530
6/28/2000,15.955555,17.044443,15.933333,16.764444,10.475727,46707165
6/29/2000,17.088888,17.888887,16.967777,17.752222,11.092966,80790705
6/30/2000,17.556665,17.882221,17.377777,17.595554,10.995068,52716465
7/3/2000,17.733334,18.311111,17,18.158888,11.347083,83566305
7/4/2000,18.222221,18.301111,17.892221,17.992222,11.242939,32791365
7/5/2000,17.777777,18.072222,17.513332,17.742222,11.086718,37335555
7/6/2000,17.544443,18.097776,17.357777,17.986666,11.239468,63287955
7/7/2000,18.111111,18.728888,18.002222,18.51,11.566484,73629630
7/10/2000,18.58,18.842222,18.278889,18.621111,11.635917,52347330
7/11/2000,18.49,19.266666,18.379999,19.183332,11.98724,116786475
7/12/2000,19.222221,19.222221,18.555555,18.788889,11.74076,25869870
7/13/2000,18.844444,19.553333,18.401112,18.517776,11.571345,111546675
7/14/2000,18.6,18.866667,18.222221,18.33,11.454005,46524645
7/17/2000,18.245556,18.245556,17.111111,17.371111,10.854818,48396195
7/18/2000,17.187777,18.352222,17.186666,17.91,11.19156,74547315
7/19/2000,17.808887,18.153334,17.377777,17.437777,10.896479,28799325
7/20/2000,17.379999,17.752222,16.933332,17.098888,10.684715,42449355
7/21/2000,17.177776,17.43111,16.59,16.75,10.466701,41353470
7/24/2000,16.523333,16.822222,16.266666,16.425554,10.263963,41103855
7/25/2000,16.145555,17.219999,16.145555,16.793333,10.493781,51129495
7/26/2000,16.777777,17.022223,16.139999,16.27,10.166759,28042245
7/27/2000,16.177776,16.445555,15.577777,16.370001,10.229248,33789330
7/28/2000,16.533333,17.286667,16.361111,16.623333,10.387551,54894375
7/31/2000,16.59,16.973333,16.355555,16.487778,10.302846,22842315
8/1/2000,16.577778,16.821112,16.295555,16.704445,10.438234,22151205
8/2/2000,16.641111,16.977777,16.512222,16.872223,10.543077,19092735
8/3/2000,16.997778,17.166666,16.6,16.656666,10.40838,31750110
8/4/2000,16.695555,17.186666,16.49,16.912222,10.56807,49501035
8/7/2000,17,17.488888,16.955555,17.225555,10.763865,44228655
8/8/2000,17.311111,17.444445,17.058887,17.293333,10.806218,26270415
8/9/2000,17.288889,17.33,16.888887,17.075556,10.670135,32865345
8/10/2000,17.155556,17.311111,17,17.052221,10.655554,28594170
8/11/2000,17.088888,17.133333,16.691111,16.916666,10.570847,20701125
8/14/2000,17,18.268888,16.755554,17.818888,11.134628,44661735
8/15/2000,17.818888,17.818888,17.818888,17.818888,11.134628,0
8/16/2000,18.397778,18.643333,17.756666,18.195555,11.369998,60696270
8/17/2000,18.186666,18.355555,17.666666,17.774445,11.106855,30045150
8/18/2000,17.799999,18,17.468887,17.634443,11.019369,27087525
8/21/2000,17.555555,17.786667,17.224443,17.353333,10.843711,19640430
8/22/2000,17.5,17.688889,16.916666,17.027777,10.640276,41503410
8/23/2000,17.165554,17.464443,17.004444,17.258888,10.784694,27180135
8/24/2000,17.307777,17.464443,17.006666,17.1,10.685409,16098840
8/25/2000,17.200001,17.308887,16.846666,16.895555,10.557657,25558245
8/28/2000,16.844444,17.044443,16.733334,16.976665,10.608342,11451780
8/29/2000,16.911112,17.217777,16.911112,17.044443,10.650691,19062540
8/30/2000,17.111111,17.219999,16.799999,16.872223,10.543077,10148985
8/31/2000,16.837776,17.311111,16.799999,17.243334,10.774975,21257055
9/1/2000,17.243334,17.243334,17.243334,17.243334,10.774975,0
9/4/2000,17.377777,17.533333,17.1,17.143333,10.712486,20557035
9/5/2000,17.218887,17.4,17.111111,17.163334,10.724986,17462925
9/6/2000,17.175554,17.237778,16.853333,16.988888,10.615979,21631095
9/7/2000,17.066666,17.219999,16.922222,16.977777,10.609034,9221040
9/8/2000,16.988888,17.217777,16.888887,16.948889,10.590984,16205625
9/11/2000,16.997778,17.041111,16.822222,16.913334,10.568769,10282770
9/12/2000,16.888887,18.775555,16.888887,18.447777,11.527604,101217915
9/13/2000,18.662222,19.066666,18.222221,18.673332,11.66855,60865695
9/14/2000,18.557777,18.755554,18.235556,18.301111,11.435956,28144125
9/15/2000,18.422222,18.442223,17.780001,17.893333,11.181146,25085340
9/18/2000,17.777777,17.866667,17.245556,17.32,10.822884,20260935
9/19/2000,17.225555,17.4,16.666666,16.754444,10.469481,27610515
9/20/2000,17.155556,17.244444,16.866667,17.095554,10.68263,8048160
9/21/2000,17.200001,17.755554,17.046665,17.162222,10.724291,24553170
9/22/2000,17.09111,17.111111,15.835555,16.1,10.060534,32197950
9/25/2000,16.555555,16.844444,15.955555,16.242222,10.149403,20773260
9/26/2000,16.248888,16.533333,16.004444,16.244444,10.150791,22048695
9/27/2000,16.066666,16.532223,16.044443,16.295555,10.18273,12863115
9/28/2000,16.308887,16.51111,15.603333,15.771111,9.855015,26245575
9/29/2000,15.996666,16.177776,15.733333,15.848888,9.903618,18193410
10/2/2000,15.848888,15.848888,15.848888,15.848888,9.903618,0
10/3/2000,15.838888,16.132221,15.622222,15.852222,9.905701,14850000
10/4/2000,15.977777,16.177776,15.887777,16.087776,10.052891,10416060
10/5/2000,16.153334,16.493334,16.012222,16.082222,10.049422,24849045
10/6/2000,16.174444,16.68,16.174444,16.438889,10.272296,42335775
10/9/2000,16.402222,16.544443,16.111111,16.155556,10.095248,19270125
10/10/2000,16.218887,16.288889,15.913333,16.002222,9.999434,17326935
10/11/2000,15.888888,16.200001,15.662222,16.012222,10.005682,21467160
10/12/2000,15.901111,16.719999,15.89,16.573334,10.356307,40555260
10/13/2000,16.444445,17.246666,16.222221,16.993334,10.618758,62946225
10/16/2000,17,17.814444,17,17.557777,10.971464,52089120
10/17/2000,17.555555,17.664444,16.412222,16.736666,10.45837,51219405
10/18/2000,16.67,16.777777,16.356667,16.448889,10.278545,19813860
10/19/2000,16.333332,16.75111,16.223333,16.618889,10.384773,15353550
10/20/2000,16.796665,17.411112,16.556665,16.626665,10.389632,36547785
10/23/2000,16.556665,16.822222,16.488888,16.59111,10.367416,10233180
10/24/2000,16.561111,16.950001,16.561111,16.871111,10.542382,21719880
10/25/2000,16.888887,17.266666,16.688889,16.997778,10.621533,26837505
10/26/2000,16.935555,17.177776,16.584444,17.057777,10.659024,9572715
10/27/2000,17.046665,17.211111,16.778889,16.808887,10.503501,8790795
10/30/2000,16.933332,16.933332,16.556665,16.685555,10.426432,9598905
10/31/2000,16.677776,17.022223,16.611111,16.884443,10.550712,14140125
11/1/2000,17.044443,18.022223,16.801111,17.327778,10.827744,37464885
11/2/2000,17.417776,18.352222,17.417776,18.255554,11.40749,106614765
11/3/2000,18.333332,18.595554,17.911112,17.971111,11.229748,47377755
11/6/2000,17.914444,18.133333,17.845554,17.891111,11.179757,27526275
11/7/2000,17.823334,18.195555,17.823334,17.986666,11.239468,28610415
11/8/2000,18.066666,18.288889,17.423332,17.530001,10.954108,76375575
11/9/2000,17.383333,17.805555,17.046665,17.255554,10.782613,56895975
11/10/2000,17.134443,17.224443,16.823334,16.897778,10.559045,27372555
11/13/2000,16.844444,16.953333,16.622223,16.76,10.472952,17508780
11/14/2000,16.84,17.177776,16.744444,17.01111,10.629863,27886770
11/15/2000,17.243334,17.444445,17.045555,17.093332,10.681244,25740405
11/16/2000,17.066666,17.188889,16.778889,16.828888,10.515997,19507275
11/17/2000,16.731112,17.173332,16.724443,17.124443,10.700683,27236205
11/20/2000,17.173332,17.288889,17.035555,17.088888,10.678465,11925990
11/21/2000,17.066666,17.526667,16.955555,17.308887,10.815938,35336205
11/22/2000,17.486666,17.711111,17.356667,17.416666,10.883287,39996495
11/23/2000,17.294443,17.444445,17.223333,17.324444,10.825659,14391540
11/24/2000,17.375555,17.51111,17.267776,17.401112,10.873565,14585580
11/27/2000,17.42,17.617777,17.357777,17.504444,10.938135,14263695
11/28/2000,17.488888,17.911112,17.488888,17.807777,11.127684,35543385
11/29/2000,17.790001,18.977777,17.733334,18.158888,11.347083,93096360
11/30/2000,18.222221,18.422222,18.111111,18.161112,11.348474,41597370
12/1/2000,18.044443,18.831112,18,18.596666,11.620644,96293655
12/4/2000,18.644444,19.027777,18.51111,18.803333,11.749784,63960705
12/5/2000,18.933332,19.473333,18.801111,19.288889,12.053196,71503200
12/6/2000,19.555555,19.644444,19,19.127777,11.952522,59356080
12/7/2000,19.066666,19.355555,19.024445,19.167776,11.977516,37197405
12/8/2000,19.144444,19.326666,19,19.062222,11.911559,31824900
12/11/2000,19.066666,19.571112,18.935555,19.393333,12.118464,53463015
12/12/2000,19.586666,20.222221,19.345554,20.075556,12.544767,119532690
12/13/2000,20.219999,20.6,19.997778,20.402222,12.748894,96600330
12/14/2000,20.555555,20.663334,20.068888,20.228888,12.640582,64264950
12/15/2000,20.200001,20.711111,19.700001,20.544443,12.837767,178941825
12/18/2000,20.223333,20.799999,20.223333,20.50111,12.810688,73116810
12/19/2000,20.422222,20.644444,20.177776,20.355555,12.719733,63580545
12/20/2000,20,20.263332,19.622223,19.925554,12.451035,56774655
12/21/2000,19.777777,20.377777,19.58,20.131111,12.579484,73522530
12/22/2000,20.4,20.466665,19.799999,19.905556,12.438541,51006375
12/25/2000,19.905556,19.905556,19.905556,19.905556,12.438541,0
12/26/2000,20.066666,20.111111,19.182222,19.297777,12.058752,44654985
12/27/2000,19.266666,19.488888,19.035555,19.348888,12.090691,27791640
12/28/2000,19.43111,19.956667,19.377777,19.824444,12.387855,40510845
12/29/2000,19.943333,20.064444,19.714443,19.913334,12.4434,27087255
1/1/2001,19.977777,20.177776,19.719999,19.863333,12.412151,24715935
1/2/2001,19.906666,20.222221,19.906666,20.158888,12.596842,31447890
1/3/2001,20.088888,21.216665,20,20.986666,13.1141,164613915
1/4/2001,21.1,21.333332,20.48,20.566666,12.851654,63363600
1/5/2001,20.51111,20.959999,20.401112,20.808887,13.003012,74853135
1/8/2001,20.716665,21.022223,20.057777,20.228888,12.640582,73069740
1/9/2001,20.222221,20.644444,20.155556,20.395555,12.74473,47450520
1/10/2001,20.4,20.666666,20.097776,20.200001,12.62253,37807605
1/11/2001,20.222221,20.266666,19.888887,19.976665,12.482976,32868990
1/12/2001,20.053333,20.108889,19.311111,19.379999,12.11013,48254850
1/15/2001,19.444445,19.6,19.155556,19.265554,12.038615,25372170
1/16/2001,19.311111,19.638887,19.157778,19.225555,12.01362,32736105
1/17/2001,19.733334,19.831112,19.292221,19.407778,12.127485,50869350
1/18/2001,19.477777,20.044443,19.333332,19.947777,12.464922,70973415
1/19/2001,20.106667,20.597776,20.044443,20.346666,12.714179,63931455
1/22/2001,20.4,20.551111,20.125555,20.285555,12.675991,23274675
1/23/2001,20.288889,20.639999,20.177776,20.256666,12.657939,43920855
1/24/2001,20.208887,20.485556,20,20.217777,12.633635,35342460
1/25/2001,20.222221,20.377777,19.822222,20.056665,12.532964,34863705
1/26/2001,20.056665,20.056665,20.056665,20.056665,12.532964,0
1/29/2001,19.888887,19.908888,19.383333,19.626665,12.264267,29031975
1/30/2001,19.696667,20.175554,19.668888,20.098888,12.559347,30374415
1/31/2001,20.222221,20.498888,20.022223,20.243334,12.64961,43301970
2/1/2001,20.266666,20.487778,19.756666,19.857777,12.408683,54466785
2/2/2001,19.802221,20.111111,19.608889,20.002222,12.498943,26490240
2/5/2001,20.022223,20.242222,19.694445,19.828888,12.390631,21051180
2/6/2001,19.823334,20.053333,18.888887,19.503332,12.187199,28649790
2/7/2001,19.111111,19.176666,17.206667,17.522223,10.949245,205652700
2/8/2001,17.697777,18.348888,17.446667,18.167776,11.352637,86119650
2/9/2001,18.244444,18.331112,17.822222,18.045555,11.276265,39431025
2/12/2001,18,18.155556,17.613333,18.040001,11.272795,38308275
2/13/2001,18.044443,18.088888,17.672222,17.799999,11.122822,45382725
2/14/2001,17.775555,17.977777,17.622223,17.925554,11.20128,26542125
2/15/2001,17.986666,18.299999,17.934444,18.235556,11.394992,37915155
2/16/2001,18.266666,18.397778,17.935555,18.045555,11.276265,28568340
2/19/2001,18.044443,18.088888,17.446667,17.653334,11.031178,31128705
2/20/2001,17.664444,17.664444,17.233334,17.309999,10.816634,31615065
2/21/2001,17.155556,17.645555,17.022223,17.557777,10.971464,47368485
2/22/2001,17.555555,18.332222,17.51111,18.213333,11.381108,93465000
2/23/2001,18.222221,18.487778,17.844444,17.967777,11.227662,53333865
2/26/2001,17.822222,18.111111,17.583332,18.031111,11.26724,35660385
2/27/2001,18.066666,18.484444,18.044443,18.407778,11.502613,72559170
2/28/2001,18.334444,18.444445,16.888887,17.248888,10.778446,186087195
3/1/2001,17,17.35,16.622223,16.863333,10.53752,79206930
3/2/2001,17,17.288889,16.6,16.758888,10.472256,56165445
3/5/2001,16.775555,16.911112,15.968888,16.362223,10.224389,79109190
3/6/2001,16.362223,16.362223,16.362223,16.362223,10.224389,0
3/7/2001,16.733334,16.822222,16.200001,16.558887,10.347281,33345135
3/8/2001,16.777777,17.84111,16.6,17.695555,11.057558,49000725
3/9/2001,17.555555,17.822222,16.888887,17.587776,10.990209,27141615
3/12/2001,17.644444,17.666666,16.956667,16.99,10.616673,16497180
3/13/2001,16.688889,16.688889,15.533333,15.621111,9.761285,20640105
3/14/2001,15.333333,16.866667,15.288888,16.732222,10.455589,15770070
3/15/2001,16.666666,17.352222,16.644444,17.192223,10.743038,12591270
3/16/2001,17.133333,17.444445,17.088888,17.342222,10.836768,10735155
3/19/2001,17.333332,17.466665,17.138887,17.43,10.89162,6638175
3/20/2001,17.466665,17.555555,17.144444,17.428888,10.890924,10457640
3/21/2001,17.244444,17.815556,17.144444,17.76111,11.098522,15861735
3/22/2001,17.84,18.088888,17.733334,17.981112,11.235996,12475395
3/23/2001,18.088888,18.088888,17.711111,17.985556,11.238775,10415790
3/26/2001,17.822222,18.33,17.822222,18.114445,11.319313,10627650
3/27/2001,18.111111,18.202223,18.023333,18.129999,11.329031,10948995
3/28/2001,18.166666,18.722221,18.155556,18.648888,11.653275,20751120
3/29/2001,18.494444,18.620001,17.977777,18.042221,11.27418,12304395
3/30/2001,17.977777,18.266666,17.968887,18.088888,11.303346,11166390
4/2/2001,17.827778,18.219999,17.4,18.108889,11.315842,20729565
4/3/2001,18.044443,18.266666,18.022223,18.172222,11.355417,7367085
4/4/2001,18.116667,18.777777,17.933332,18.697777,11.683824,24529545
4/5/2001,18.697777,18.697777,18.697777,18.697777,11.683824,0
4/6/2001,18.866667,18.933332,18.51111,18.633333,11.643555,13617990
4/9/2001,18.666666,18.933332,18.577778,18.786667,11.73937,13821930
4/10/2001,18.76,19.022223,18.488888,18.971111,11.854628,17438580
4/11/2001,18.977777,19.043333,18.313334,18.555555,11.594954,20989800
4/12/2001,18.444445,18.445555,17.888887,18.042221,11.27418,28710945
4/13/2001,18.042221,18.042221,18.042221,18.042221,11.27418,0
4/16/2001,17.913334,18.333332,17.836666,18.302221,11.436649,11668275
4/17/2001,18.222221,18.377777,18.022223,18.24,11.397771,9309330
4/18/2001,18.200001,18.577778,18.111111,18.498888,11.559542,13582440
4/19/2001,18.628887,18.993334,18.488888,18.791111,11.742146,25058880
4/20/2001,18.955555,19.4,18.468887,19.267776,12.040004,31256190
4/23/2001,19.311111,19.622223,19.158888,19.517776,12.196228,14642955
4/24/2001,19.553333,19.555555,19.111111,19.442223,12.149012,9393120
